Tue Mar 29 12:37:55 2022,168,1733,30875
Tue Mar 29 12:37:57 2022,169,1738,30875
Tue Mar 29 12:37:59 2022,170,1738,30875
Tue Mar 29 12:38:00 2022,171,1741,30875
Tue Mar 29 12:38:02 2022,172,1746,30875
Tue Mar 29 12:38:04 2022,173,1741,30875
Tue Mar 29 12:38:06 2022,174,1741,30875
Tue Mar 29 12:38:08 2022,175,1736,30875
Tue Mar 29 12:38:09 2022,176,1741,30875
Tue Mar 29 12:38:11 2022,177,1744,30875
Tue Mar 29 12:38:13 2022,178,1743,30875
Tue Mar 29 12:38:15 2022,179,1748,30875
Tue Mar 29 12:38:17 2022,180,1741,30875
Tue Mar 29 12:38:19 2022,181,1744,30875
Tue Mar 29 12:38:20 2022,182,1736,30875
Tue Mar 29 12:38:22 2022,183,1742,30875
Tue Mar 29 12:38:24 2022,184,1744,30875
Tue Mar 29 12:38:26 2022,185,1744,30875
Tue Mar 29 12:38:28 2022,186,1750,30875
Tue Mar 29 12:38:30 2022,187,1747,30875
Tue Mar 29 12:38:31 2022,188,1746,30875
Tue Mar 29 12:38:33 2022,189,1746,30875
Tue Mar 29 12:38:35 2022,190,1738,30875
Tue Mar 29 12:38:37 2022,191,1745,30875
Tue Mar 29 12:38:39 2022,192,1748,30875
Tue Mar 29 12:38:40 2022,193,1747,30875
Tue Mar 29 12:38:42 2022,194,1752,30875
Tue Mar 29 12:38:44 2022,195,1750,30875
Tue Mar 29 12:38:46 2022,196,1747,30875
Tue Mar 29 12:38:48 2022,197,1747,30875
Tue Mar 29 12:38:50 2022,198,1744,30875
Tue Mar 29 12:38:51 2022,199,1746,30875
Tue Mar 29 12:38:53 2022,200,1751,30875
Tue Mar 29 12:38:55 2022,201,1750,30875
Tue Mar 29 12:38:57 2022,202,1756,30812
Tue Mar 29 12:38:59 2022,203,1751,30875
Tue Mar 29 12:39:01 2022,204,1750,30812
Tue Mar 29 12:39:02 2022,205,1752,30875
Tue Mar 29 12:39:04 2022,206,1751,30875
Tue Mar 29 12:39:06 2022,207,1751,30875
Tue Mar 29 12:39:08 2022,208,1749,30875
Tue Mar 29 12:39:10 2022,209,1746,30875
Tue Mar 29 12:39:11 2022,210,1748,30875
Tue Mar 29 12:39:13 2022,211,1752,30875
Tue Mar 29 12:39:15 2022,212,1752,30875
Tue Mar 29 12:39:17 2022,213,1754,30875
Tue Mar 29 12:39:19 2022,214,1754,30875
Tue Mar 29 12:39:21 2022,215,1753,30812
Tue Mar 29 12:39:22 2022,216,1755,30875
Tue Mar 29 12:39:24 2022,217,1758,30875
Tue Mar 29 12:39:26 2022,218,1762,30812
Tue Mar 29 12:39:28 2022,219,1763,30812
Tue Mar 29 12:39:30 2022,220,1758,30812
Tue Mar 29 12:39:32 2022,221,1756,30875
Tue Mar 29 12:39:33 2022,222,1755,30812
Tue Mar 29 12:39:35 2022,223,1755,30812
Tue Mar 29 12:39:37 2022,224,1758,30875
Tue Mar 29 12:39:39 2022,225,1754,30812
Tue Mar 29 12:39:41 2022,226,1757,30812
Tue Mar 29 12:39:42 2022,227,1757,30812
Tue Mar 29 12:39:44 2022,228,1756,30875
Tue Mar 29 12:39:46 2022,229,1757,30812
Tue Mar 29 12:39:48 2022,230,1757,30812
Tue Mar 29 12:39:50 2022,231,1758,30812
Tue Mar 29 12:39:52 2022,232,1759,30812
Tue Mar 29 12:39:53 2022,233,1760,30812
Tue Mar 29 12:39:55 2022,234,1758,30812
Tue Mar 29 12:39:57 2022,235,1758,30812
Tue Mar 29 12:39:59 2022,236,1759,30812
Tue Mar 29 12:40:01 2022,237,1760,30812
Tue Mar 29 12:40:03 2022,238,1752,30875
Tue Mar 29 12:40:04 2022,239,1753,30812
Tue Mar 29 12:40:06 2022,240,1753,30812
Tue Mar 29 12:40:08 2022,241,1754,30812
Tue Mar 29 12:40:10 2022,242,1752,30812
Tue Mar 29 12:40:12 2022,243,1755,30812
Tue Mar 29 12:40:13 2022,244,1758,30812
Tue Mar 29 12:40:15 2022,245,1758,30812
Tue Mar 29 12:40:17 2022,246,1758,30812
Tue Mar 29 12:40:19 2022,247,1760,30812
Tue Mar 29 12:40:21 2022,248,1760,30812
Tue Mar 29 12:40:23 2022,249,1762,30812
Tue Mar 29 12:40:24 2022,250,1761,30812
Tue Mar 29 12:40:26 2022,251,1760,30812
Tue Mar 29 12:40:28 2022,252,1760,30812
Tue Mar 29 12:40:30 2022,253,1763,30812
Tue Mar 29 12:40:32 2022,254,1762,30812
Tue Mar 29 12:40:34 2022,255,1762,30812
Tue Mar 29 12:40:35 2022,256,1761,30812
Tue Mar 29 12:40:37 2022,257,1761,30812
Tue Mar 29 12:40:39 2022,258,1761,30812
Tue Mar 29 12:40:41 2022,259,1760,30812
Tue Mar 29 12:40:43 2022,260,1761,30812
Tue Mar 29 12:40:44 2022,261,1761,30812
Tue Mar 29 12:40:46 2022,262,1763,30812
Tue Mar 29 12:40:48 2022,263,1759,30812
Tue Mar 29 12:40:50 2022,264,1760,30812
Tue Mar 29 12:40:52 2022,265,1756,30812
Tue Mar 29 12:40:54 2022,266,1758,30812
Tue Mar 29 12:40:55 2022,267,1759,30812
Tue Mar 29 12:40:57 2022,268,1764,30812
Tue Mar 29 12:40:59 2022,269,1765,30812
Tue Mar 29 12:41:01 2022,270,1764,30812
Tue Mar 29 12:41:03 2022,271,1763,30812
Tue Mar 29 12:41:05 2022,272,1763,30812
Tue Mar 29 12:41:06 2022,273,1763,30750
Tue Mar 29 12:41:08 2022,274,1764,30812
Tue Mar 29 12:41:10 2022,275,1762,30812
Tue Mar 29 12:41:12 2022,276,1764,30812
Tue Mar 29 12:41:14 2022,277,1762,30812
Tue Mar 29 12:41:16 2022,278,1766,30812
Tue Mar 29 12:41:17 2022,279,1763,30750
Tue Mar 29 12:41:19 2022,280,1765,30750
Tue Mar 29 12:41:21 2022,281,1765,30750
Tue Mar 29 12:41:23 2022,282,1762,30812
Tue Mar 29 12:41:25 2022,283,1763,30750
Tue Mar 29 12:41:26 2022,284,1769,30750
Tue Mar 29 12:41:28 2022,285,1769,30750
Tue Mar 29 12:41:30 2022,286,1772,30812
Tue Mar 29 12:41:32 2022,287,1769,30750
Tue Mar 29 12:41:34 2022,288,1769,30750
Tue Mar 29 12:41:36 2022,289,1769,30750
Tue Mar 29 12:41:37 2022,290,1768,30812
Tue Mar 29 12:41:39 2022,291,1769,30750
Tue Mar 29 12:41:41 2022,292,1768,30812
Tue Mar 29 12:41:43 2022,293,1769,30750
Tue Mar 29 12:41:45 2022,294,1766,30750
Tue Mar 29 12:41:47 2022,295,1766,30750
Tue Mar 29 12:41:48 2022,296,1767,30750
Tue Mar 29 12:41:50 2022,297,1766,30750
Tue Mar 29 12:41:52 2022,298,1768,30750
Tue Mar 29 12:41:54 2022,299,1767,30750
Tue Mar 29 12:41:56 2022,300,1766,30750
Tue Mar 29 12:41:57 2022,301,1766,30750
Tue Mar 29 12:41:59 2022,302,1763,30750
Tue Mar 29 12:42:01 2022,303,1760,30750
Tue Mar 29 12:42:03 2022,304,1761,30750
Tue Mar 29 12:42:05 2022,305,1768,30750
Tue Mar 29 12:42:07 2022,306,1766,30750
Tue Mar 29 12:42:08 2022,307,1768,30750
Tue Mar 29 12:42:10 2022,308,1768,30750
Tue Mar 29 12:42:12 2022,309,1768,30750
Tue Mar 29 12:42:14 2022,310,1773,30750
Tue Mar 29 12:42:16 2022,311,1771,30750
Tue Mar 29 12:42:18 2022,312,1772,30750
Tue Mar 29 12:42:19 2022,313,1771,30750
Tue Mar 29 12:42:21 2022,314,1768,30750
Tue Mar 29 12:42:23 2022,315,1769,30750
Tue Mar 29 12:42:25 2022,316,1766,30750
Tue Mar 29 12:42:27 2022,317,1766,30750
Tue Mar 29 12:42:28 2022,318,1768,30812
Tue Mar 29 12:42:30 2022,319,1768,30750
Tue Mar 29 12:42:32 2022,320,1768,30812
Tue Mar 29 12:42:34 2022,321,1774,30812
Tue Mar 29 12:42:36 2022,322,1769,30750
Tue Mar 29 12:42:38 2022,323,1769,30812
Tue Mar 29 12:42:39 2022,324,1771,30812
Tue Mar 29 12:42:41 2022,325,1764,30812
Tue Mar 29 12:42:43 2022,326,1767,30750
Tue Mar 29 12:42:45 2022,327,1770,30750
Tue Mar 29 12:42:47 2022,328,1774,30750
Tue Mar 29 12:42:49 2022,329,1772,30750
Tue Mar 29 12:42:50 2022,330,1771,30750
Tue Mar 29 12:42:52 2022,331,1769,30750
Tue Mar 29 12:42:54 2022,332,1762,30750
Tue Mar 29 12:42:56 2022,333,1772,30750
Tue Mar 29 12:42:58 2022,334,1771,30750
Tue Mar 29 12:42:59 2022,335,1772,30750
Tue Mar 29 12:43:01 2022,336,1777,30750
Tue Mar 29 12:43:03 2022,337,1771,30750
Tue Mar 29 12:43:05 2022,338,1773,30750
Tue Mar 29 12:43:07 2022,339,1767,30750
Tue Mar 29 12:43:09 2022,340,1768,30750
Tue Mar 29 12:43:10 2022,341,1772,30750
Tue Mar 29 12:43:12 2022,342,1771,30750
Tue Mar 29 12:43:14 2022,343,1776,30750
Tue Mar 29 12:43:16 2022,344,1772,30750
Tue Mar 29 12:43:18 2022,345,1772,30750
Tue Mar 29 12:43:20 2022,346,1767,30750
Tue Mar 29 12:43:21 2022,347,1774,30750
Tue Mar 29 12:43:23 2022,348,1774,30687
Tue Mar 29 12:43:25 2022,349,1772,30750
Tue Mar 29 12:43:27 2022,350,1780,30687
Tue Mar 29 12:43:29 2022,351,1774,30750
Tue Mar 29 12:43:30 2022,352,1775,30750
Tue Mar 29 12:43:32 2022,353,1773,30687
Tue Mar 29 12:43:34 2022,354,1768,30750
Tue Mar 29 12:43:36 2022,355,1770,30750
Tue Mar 29 12:43:38 2022,356,1775,30687
Tue Mar 29 12:43:40 2022,357,1774,30687
Tue Mar 29 12:43:41 2022,358,1774,30687
Tue Mar 29 12:43:43 2022,359,1782,30750
Tue Mar 29 12:43:45 2022,360,1780,30750
Tue Mar 29 12:43:47 2022,361,1773,30687
Tue Mar 29 12:43:49 2022,362,1774,30750
Tue Mar 29 12:43:51 2022,363,1777,30750
Tue Mar 29 12:43:52 2022,364,1774,30750
Tue Mar 29 12:43:54 2022,365,1768,30750
Tue Mar 29 12:43:56 2022,366,1770,30750
Tue Mar 29 12:43:58 2022,367,1776,30750
Tue Mar 29 12:44:00 2022,368,1777,30750
Tue Mar 29 12:44:01 2022,369,1778,30750
Tue Mar 29 12:44:03 2022,370,1775,30750
Tue Mar 29 12:44:05 2022,371,1779,30750
Tue Mar 29 12:44:07 2022,372,1782,30687
Tue Mar 29 12:44:09 2022,373,1777,30687
Tue Mar 29 12:44:11 2022,374,1775,30687
Tue Mar 29 12:44:12 2022,375,1775,30687
Tue Mar 29 12:44:14 2022,376,1775,30750
Tue Mar 29 12:44:16 2022,377,1780,30750
Tue Mar 29 12:44:18 2022,378,1773,30750
Tue Mar 29 12:44:20 2022,379,1773,30687
Tue Mar 29 12:44:22 2022,380,1779,30750
Tue Mar 29 12:44:23 2022,381,1780,30750
Tue Mar 29 12:44:25 2022,382,1778,30750
Tue Mar 29 12:44:27 2022,383,1778,30687
Tue Mar 29 12:44:29 2022,384,1778,30687
Tue Mar 29 12:44:31 2022,385,1784,30750
Tue Mar 29 12:44:32 2022,386,1784,30750
Tue Mar 29 12:44:34 2022,387,1779,30687
Tue Mar 29 12:44:36 2022,388,1778,30750
Tue Mar 29 12:44:38 2022,389,1777,30750
Tue Mar 29 12:44:40 2022,390,1780,30750
Tue Mar 29 12:44:42 2022,391,1774,30750
Tue Mar 29 12:44:43 2022,392,1774,30687
Tue Mar 29 12:44:45 2022,393,1782,30750
Tue Mar 29 12:44:47 2022,394,1783,30687
Tue Mar 29 12:44:49 2022,395,1781,30687
Tue Mar 29 12:44:51 2022,396,1781,30687
Tue Mar 29 12:44:53 2022,397,1782,30750
Tue Mar 29 12:44:54 2022,398,1785,30687
Tue Mar 29 12:44:56 2022,399,1789,30687
Tue Mar 29 12:44:58 2022,400,1782,30687
Tue Mar 29 12:45:00 2022,401,1779,30687
Tue Mar 29 12:45:02 2022,402,1781,30687
Tue Mar 29 12:45:04 2022,403,1781,30687
Tue Mar 29 12:45:05 2022,404,1778,30687
Tue Mar 29 12:45:07 2022,405,1781,30750
Tue Mar 29 12:45:09 2022,406,1781,30750
Tue Mar 29 12:45:11 2022,407,1781,30750
Tue Mar 29 12:45:13 2022,408,1781,30687
Tue Mar 29 12:45:14 2022,409,1782,30750
Tue Mar 29 12:45:16 2022,410,1788,30750
Tue Mar 29 12:45:18 2022,411,1787,30687
Tue Mar 29 12:45:20 2022,412,1784,30687
Tue Mar 29 12:45:22 2022,413,1783,30750
Tue Mar 29 12:45:24 2022,414,1785,30750
Tue Mar 29 12:45:25 2022,415,1779,30750
Tue Mar 29 12:45:27 2022,416,1779,30687
Tue Mar 29 12:45:29 2022,417,1784,30687
Tue Mar 29 12:45:31 2022,418,1784,30687
Tue Mar 29 12:45:33 2022,419,1785,30750
Tue Mar 29 12:45:35 2022,420,1789,30687
Tue Mar 29 12:45:36 2022,421,1791,30687
Tue Mar 29 12:45:38 2022,422,1783,30687
Tue Mar 29 12:45:40 2022,423,1787,30750
Tue Mar 29 12:45:42 2022,424,1780,30687
Tue Mar 29 12:45:44 2022,425,1781,30687
Tue Mar 29 12:45:45 2022,426,1785,30687
Tue Mar 29 12:45:47 2022,427,1785,30687
Tue Mar 29 12:45:49 2022,428,1786,30687
Tue Mar 29 12:45:51 2022,429,1792,30687
Tue Mar 29 12:45:53 2022,430,1800,30750
Tue Mar 29 12:45:55 2022,431,1785,30687
Tue Mar 29 12:45:56 2022,432,1785,30687
Tue Mar 29 12:45:58 2022,433,1786,30687
Tue Mar 29 12:46:00 2022,434,1781,30687
Tue Mar 29 12:46:02 2022,435,1779,30687
Tue Mar 29 12:46:04 2022,436,1788,30687
Tue Mar 29 12:46:06 2022,437,1789,30687
Tue Mar 29 12:46:07 2022,438,1787,30687
Tue Mar 29 12:46:09 2022,439,1789,30687
Tue Mar 29 12:46:11 2022,440,1792,30750
Tue Mar 29 12:46:13 2022,441,1794,30750
Tue Mar 29 12:46:15 2022,442,1790,30750
Tue Mar 29 12:46:16 2022,443,1789,30750
Tue Mar 29 12:46:18 2022,444,1788,30750
Tue Mar 29 12:46:20 2022,445,1783,30687
Tue Mar 29 12:46:22 2022,446,1786,30750
Tue Mar 29 12:46:24 2022,447,1788,30750
Tue Mar 29 12:46:26 2022,448,1790,30750
Tue Mar 29 12:46:27 2022,449,1789,30750
Tue Mar 29 12:46:29 2022,450,1795,30687
Tue Mar 29 12:46:31 2022,451,1795,30750
Tue Mar 29 12:46:33 2022,452,1793,30750
Tue Mar 29 12:46:35 2022,453,1793,30687
Tue Mar 29 12:46:37 2022,454,1790,30750
Tue Mar 29 12:46:38 2022,455,1785,30750
Tue Mar 29 12:46:40 2022,456,1787,30750
Tue Mar 29 12:46:42 2022,457,1790,30750
Tue Mar 29 12:46:44 2022,458,1793,30687
Tue Mar 29 12:46:46 2022,459,1793,30750
Tue Mar 29 12:46:47 2022,460,1794,30687
Tue Mar 29 12:46:49 2022,461,1797,30750
Tue Mar 29 12:46:51 2022,462,1792,30687
Tue Mar 29 12:46:53 2022,463,1793,30750
Tue Mar 29 12:46:55 2022,464,1793,30687
Tue Mar 29 12:46:57 2022,465,1790,30687
Tue Mar 29 12:46:58 2022,466,1792,30687
Tue Mar 29 12:47:00 2022,467,1793,30687
Tue Mar 29 12:47:02 2022,468,1796,30687
Tue Mar 29 12:47:04 2022,469,1798,30687
Tue Mar 29 12:47:06 2022,470,1793,30687
Tue Mar 29 12:47:08 2022,471,1796,30687
Tue Mar 29 12:47:09 2022,472,1793,30687
Tue Mar 29 12:47:11 2022,473,1790,30687
Tue Mar 29 12:47:13 2022,474,1794,30687
Tue Mar 29 12:47:15 2022,475,1795,30687
Tue Mar 29 12:47:17 2022,476,1802,30687
Tue Mar 29 12:47:18 2022,477,1796,30687
Tue Mar 29 12:47:20 2022,478,1794,30687
Tue Mar 29 12:47:22 2022,479,1797,30750
Tue Mar 29 12:47:24 2022,480,1793,30687
Tue Mar 29 12:47:26 2022,481,1797,30687
Tue Mar 29 12:47:28 2022,482,1796,30687
Tue Mar 29 12:47:29 2022,483,1800,30687
Tue Mar 29 12:47:31 2022,484,1799,30687
Tue Mar 29 12:47:33 2022,485,1800,30687
Tue Mar 29 12:47:35 2022,486,1798,30687
Tue Mar 29 12:47:37 2022,487,1796,30687
Tue Mar 29 12:47:39 2022,488,1796,30687
Tue Mar 29 12:47:40 2022,489,1801,30750
Tue Mar 29 12:47:42 2022,490,1800,30687
Tue Mar 29 12:47:44 2022,491,1804,30687
Tue Mar 29 12:47:46 2022,492,1804,30687
Tue Mar 29 12:47:48 2022,493,1800,30750
Tue Mar 29 12:47:49 2022,494,1801,30687
Tue Mar 29 12:47:51 2022,495,1799,30687
Tue Mar 29 12:47:53 2022,496,1798,30687
Tue Mar 29 12:47:55 2022,497,1802,30687
Tue Mar 29 12:47:57 2022,498,1801,30687
Tue Mar 29 12:47:59 2022,499,1803,30687
Tue Mar 29 12:48:00 2022,500,1805,30687
Tue Mar 29 12:48:02 2022,501,1806,30687
Tue Mar 29 12:48:04 2022,502,1803,30687
Tue Mar 29 12:48:06 2022,503,1803,30687
Tue Mar 29 12:48:08 2022,504,1804,30687
Tue Mar 29 12:48:10 2022,505,1804,30687
Tue Mar 29 12:48:11 2022,506,1798,30687
Tue Mar 29 12:48:13 2022,507,1795,30687
Tue Mar 29 12:48:15 2022,508,1798,30687
Tue Mar 29 12:48:17 2022,509,1802,30687
Tue Mar 29 12:48:19 2022,510,1804,30687
Tue Mar 29 12:48:20 2022,511,1804,30687
Tue Mar 29 12:48:22 2022,512,1802,30687
Tue Mar 29 12:48:24 2022,513,1805,30687
Tue Mar 29 12:48:26 2022,514,1807,30687
Tue Mar 29 12:48:28 2022,515,1809,30687
Tue Mar 29 12:48:30 2022,516,1810,30687
Tue Mar 29 12:48:31 2022,517,1805,30687
Tue Mar 29 12:48:33 2022,518,1804,30687
Tue Mar 29 12:48:35 2022,519,1806,30687
Tue Mar 29 12:48:37 2022,520,1805,30687
Tue Mar 29 12:48:39 2022,521,1806,30687
Tue Mar 29 12:48:41 2022,522,1806,30687
Tue Mar 29 12:48:42 2022,523,1803,30687
Tue Mar 29 12:48:44 2022,524,1802,30687
Tue Mar 29 12:48:46 2022,525,1806,30687
Tue Mar 29 12:48:48 2022,526,1807,30687
Tue Mar 29 12:48:50 2022,527,1807,30687
Tue Mar 29 12:48:52 2022,528,1808,30687
Tue Mar 29 12:48:53 2022,529,1808,30687
Tue Mar 29 12:48:55 2022,530,1810,30687
Tue Mar 29 12:48:57 2022,531,1814,30687
Tue Mar 29 12:48:59 2022,532,1813,30687
Tue Mar 29 12:49:01 2022,533,1809,30687
Tue Mar 29 12:49:02 2022,534,1808,30687
Tue Mar 29 12:49:04 2022,535,1810,30687
Tue Mar 29 12:49:06 2022,536,1810,30687
Tue Mar 29 12:49:08 2022,537,1811,30687
Tue Mar 29 12:49:10 2022,538,1806,30687
